,Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre
631,Khullam Khulla: Rishi Kapoor Uncensored,Rishi Kapoor,4.0,436.0,669,"Few actors in Hindi cinema have had Rishi Kapoor's sort of a career arc: from the gawky adolescent pining for his schoolteacher (Mera Naam Joker, 1970) to the naughty 90-year-old (Kapoor & Sons, 2016), Rishi Kapoor has regaled audiences for close to 50 years. He won a National Award for his debut, became an overnight sensation with his first film as a leading man (Bobby, 1973), and carved a niche for himself with a string of romantic musical blockbusters in an era known for its angst-ridden films. He was the youth icon that is still the toast of the satellite TV circuit. The songs he lip-synced are the bread and butter of all radio stations even today. Then there was the second coming after a brief hiatus in the 1990s - as one of the finest actors in mainstream Hindi cinema with powerhouse performances in films like Do Dooni Chaar, D-Day, Agneepath and others. ",7 hours and 54 minutes,",#389 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Biographies of Celebrities & Entertainment Professionals,#481 in Biographies & Autobiographies (Books)"
632,University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,Daniel Pecaut,4.6,478.0,837,Will there ever be another investing book quite like this? It's unlikely. ,12 hours and 21 minutes,",#687 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Investing Analysis & Strategy,#19 in Biographies of Business Leaders,#826 in Biographies & Autobiographies (Books)"
633,Share Market Guide (Hindi Edition),Sudha Shrimali,4.042091434576984,200.0,836,"There are several books on the topic of the stock market, however this audiobook is unique in that the author has tried to explain the complex aspects of the financial sector in a clear and simplified manner. All aspects of the share market, including the commodity market and mutual funds, are explained in very simple terms.",10 hours and 38 minutes,",#353 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#29 in Investing & Trading,#620 in Analysis & Strategy,#3,998 in Textbooks & Study Guides"
634,Diwan-e-Ghalib,Kuldip Salil,4.0,54.0,233,"Ghalib is the greatest Urdu poet and one of the greatest in any Indian language. He would rank perhaps among the great poets of the world. With Meer Ghalib, Iqbal and Faiz, to name only four, the firmament of Urdu poetry is truly star studded, with numerous starlets strewn around. Ghalib has not only a pride of place among them; his stature is growing with every passing decade. In fact it is well nigh impossible to do full justice to his poetry, particularly the ghazal in translation. The best that could be done was to translate the verses into independent rhymed couplets.",2 hours and 30 minutes,",#1,842 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Poetry (Audible Audiobooks & Originals),#22 in Asian Literature (Audible Audiobooks & Originals),#698 in Poetry (Books)"
635,"Kundalini Awakening: 5 in 1 Bundle: Expand Mind Power Through Chakra Meditation, Psychic Awareness, Enhance Psychic Abilities, Intuition, and Astral Travel",Jenifer Williams,4.1,17.0,836,"Kundalini Awakening is the number one audio guide that will teach you how to unlock your hidden powers and live a more meaningful life. Learn about kundalini, chakras, prana, and how to use them to realize your higher capabilities. If your goals are to enrich your spirituality and enhance your mind and psychic abilities - maybe even gain enlightenment - then this audiobook will guide you toward them.",17 hours and 53 minutes,",#456 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Meditation (Audible Audiobooks & Originals),#1,230 in Personal Development & Self-Help"
636,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,4.7,574.0,500,"An international business expert helps you understand and navigate cultural differences in this insightful and practical guide, perfect for both your work and personal life. ",7 hours and 42 minutes,",#405 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Occupational & Organisational Psychology,#5 in International Business (Audible Audiobooks & Originals),#6 in Workplace Culture"
637,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren PhD,4.5,453.0,501,Accelerate your organization to win in the marketplace. ,4 hours and 58 minutes,",#1,578 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Software Development & Engineering,#71 in Software Architecture,#211 in Computer Science Books"
638,"Practicing the Power of Now: Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,4.7,1377.0,421,"Throughout the spiritual classic The Power of Now are specific practices and clear keys that show us how to discover for ourselves the 'grace, ease, and lightness' that comes when we simply quiet our thoughts and see the world before us in the present moment.",2 hours and 56 minutes,",#1,354 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Other Religions, Practices & Sacred Texts,#39 in Meditation (Audible Audiobooks & Originals),#214 in Personal Success"
639,Chicken Soup for the Kid's Soul 2: Character-Building Stories for Kids Ages 6-10,Jack Canfield,4.8,73.0,501,"This book, designed for kids ages 6-10, features true, character-building stories for kids to enjoy alone or with their parents. ",3 hours and 48 minutes,",#569 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Nonfiction on Friendship for Children,#1 in Nonfiction on Emotions & Feelings for Children,#8 in Parenting"
640,HBR's 10 Must Reads on Strategic Marketing,Harvard Business Review,4.3,75.0,668,"New from the best-selling HBR's 10 Must Reads series. Stop pushing products - and start cultivating relationships with the right customers. If you listen to nothing else on marketing that delivers competitive advantage, hear these 10 articles. We've combed through hundreds of articles in the Harvard Business Review archive and selected the most important ones to help you reinvent your marketing by putting it - and your customers - at the center of your business. Leading experts such as Ted Levitt and Clayton Christensen provide the insights and advice you need to: ",6 hours and 47 minutes,",#1,437 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#36 in Marketing (Audible Audiobooks & Originals),#36 in Forecasting & Strategic Planning,#44 in Sports Training & Coaching (Books)"
641,"The Hidden Oracle: The Trials of Apollo, Book One",Rick Riordan,4.6,3034.0,888,"Penguin presents the unabridged, downloadable audiobook edition of The Hidden Oracle: The Trials of Apollo, Book One, by Rick Riordan, read by Robbie Daymond. ",10 hours and 34 minutes,",#1,323 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#51 in Fantasy (Audible Audiobooks & Originals),#872 in Fantasy (Books),#878 in Children's Fantasy (Books)"
642,Stories at Work,Indranil Chakraborty,4.6,206.0,879,Is there a way to send out impactful messages that people remember for days? Is there a way to influence people without pushing data and analysis on them? Is there an effective way to drive change in an organization?  ,6 hours and 48 minutes,",#1,337 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Business Sales,#69 in Leadership,#79 in Business Management"
643,Letting Go: The Pathway of Surrender,David R. Hawkins MD. PHD.,4.7,2163.0,1172,"Letting Go describes a simple and effective means by which to let go of the obstacles to enlightenment and become free of negativity. During the many decades of the author's clinical psychiatric practice, the primary aim was to seek the most effective ways to relieve human suffering in all of its many forms. The inner mechanism of surrender was found to be of great practical benefit and is described in this book. ",12 hours and 23 minutes,",#1,471 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Philosophy Movements,#9 in Consciousness & Thought,#228 in Personal Success"
644,The Art of Letting Go,Rania Naim,4.4,243.0,351,"We often struggle to let some people go, especially when they made that decision. We question the universe, we question ourselves, and we question everyone around us but we never truly get our answers. Letting someone go takes time, patience, and commitment to actively stop ourselves from relapsing and thinking about that person again. The Art of Letting Go helps you understand why, how, and when you should let someone go so you can move on and never look back.",1 hour and 36 minutes,",#720 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Divorce,#2 in Grief & Loss,#269 in Family & Relationships"
645,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.7,1481.8928778228144,888,"Penguin presents the audiobook edition of Daring Greatly, written and read by Brené Brown.",6 hours and 30 minutes,",#246 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Self-Esteem,#11 in Leadership,#436 in Analysis & Strategy"
